id,collection,dc.contributor.author[],dc.date.accessioned,dc.date.accessioned[],dc.date.available,dc.date.available[],dc.date.issued[],dc.description.abstract[en_US],dc.description.provenance[en],dc.description[],dc.identifier.citation[],dc.identifier.citation[en_US],dc.identifier.uri,dc.language.iso[],dc.language.iso[en_US],dc.publisher[],dc.publisher[en_US],dc.subject[],dc.subject[en_US],dc.title.alternative[en_US],dc.title[],dc.title[en_US],dc.type[],dc.type[en_US]
"60fa43bb-41d0-45b2-9092-7717a86c9b89","108/2","Shukla, Ajai","2021-04-07T08:49:28Z","2016-12-08T10:50:30Z","2021-04-07T08:49:28Z","2016-12-08T10:50:30Z","2011-03-06",,"Made available in DSpace on 2016-12-08T10:50:30Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: 2f185d7d424a3c9975b9ace9d2166ce0 (MD5)
abm.pdf: 11842 bytes, checksum: 62028ec78c77ae872afa6610ea34828a (MD5)
  Previous issue date: 2011-03-06||Made available in DSpace on 2021-04-07T08:49:28Z (GMT). No. of bitstreams: 2
abm.pdf: 11842 bytes, checksum: 62028ec78c77ae872afa6610ea34828a (MD5)
license.txt: 1831 bytes, checksum: 2f185d7d424a3c9975b9ace9d2166ce0 (MD5)
  Previous issue date: 2011-03-06",,"Business Standard, New Delhi, 6 March 2011",,"http://localhost:8080/xmlui/handle/108/84634","en",,,,"ABM||Anti-Ballistic Missile||Interceptor Missile||Missile Defence System",,,"DRDO successfully tests anti-ballistic missile (ABM) interceptor",,"Article",
"626c2823-868f-4d79-b16f-e2a6e66327cf","108/2","The Hitavada","2021-04-07T08:51:41Z","2020-10-15T08:50:04Z","2021-04-07T08:51:41Z","2020-10-15T08:50:04Z","2020-10-01",,"Submitted by NEERAJ KUMAR AGRAHARI (nkagrahari@arde.org) on 2020-10-15T08:50:04Z
No. of bitstreams: 1
01.10.2020.pdf: 224446 bytes, checksum: e3f0ee0d97dbabca61fe8452622ff7fc (MD5)||Made available in DSpace on 2020-10-15T08:50:04Z (GMT). No. of bitstreams: 1
01.10.2020.pdf: 224446 bytes, checksum: e3f0ee0d97dbabca61fe8452622ff7fc (MD5)
  Previous issue date: 2020-10-01||Made available in DSpace on 2021-04-07T08:51:41Z (GMT). No. of bitstreams: 2
license.txt: 1748 bytes, checksum: 8a4605be74aa9ea9d79846c1fba20a33 (MD5)
01.10.2020.pdf: 224446 bytes, checksum: e3f0ee0d97dbabca61fe8452622ff7fc (MD5)
  Previous issue date: 2020-10-01",,,,"http://localhost:8080/xmlui/handle/108/173109",,,,,,"155 mm x 39 Howitzer gun||ATAGS",,,"Fresh Firing trials of indigenous 155 mm x 39 Howitzer gun successful",,
"64796fcf-f610-44d4-9abc-c076bc15c90b","108/2","smartonline","2021-04-07T08:49:25Z","2016-12-08T10:50:31Z","2021-04-07T08:49:25Z","2016-12-08T10:50:31Z","2015-01-02",,"Made available in DSpace on 2016-12-08T10:50:31Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: f4bcdbaabf780d4895d5c4038e6a089d (MD5)
material for defencedoc.pdf: 14604 bytes, checksum: e1e804fce8acca83fc6c5e6cfe8a2848 (MD5)
  Previous issue date: 2015-01-02||Made available in DSpace on 2021-04-07T08:49:25Z (GMT). No. of bitstreams: 2
material for defencedoc.pdf: 14604 bytes, checksum: e1e804fce8acca83fc6c5e6cfe8a2848 (MD5)
license.txt: 1831 bytes, checksum: f4bcdbaabf780d4895d5c4038e6a089d (MD5)
  Previous issue date: 2015-01-02",,"Smartonline 2 December 2015",,"http://localhost:8080/xmlui/handle/108/84643",,,"The Hindu",,"Material design||Materials development life cycle",,,"""Success of ‘Make in India’ Hinges on Material Design""",,"Article",
"6493252e-3b75-4364-9dcc-29145cd64ad6","108/2",,"2021-04-07T08:49:40Z","2016-12-08T10:50:27Z","2021-04-07T08:49:40Z","2016-12-08T10:50:27Z","2011-03-17",,"Made available in DSpace on 2016-12-08T10:50:27Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: 04f2cd2e3a3de34586ec91715fdfec29 (MD5)
nukenews.pdf: 55683 bytes, checksum: 6949f12ea9e1eb01a59588a9e426ec20 (MD5)
  Previous issue date: 2011-03-17||Made available in DSpace on 2021-04-07T08:49:40Z (GMT). No. of bitstreams: 2
nukenews.pdf: 55683 bytes, checksum: 6949f12ea9e1eb01a59588a9e426ec20 (MD5)
license.txt: 1831 bytes, checksum: 04f2cd2e3a3de34586ec91715fdfec29 (MD5)
  Previous issue date: 2011-03-17",,,,"http://localhost:8080/xmlui/handle/108/84604","en",,"AERB, India",,"Nuclear||Non-Proliferation||Radiation awareness",,,"AERB reviews safety in Indian nuclear power plants",,"Article",
"65c9b751-a1bc-4846-8970-9a5ecd9a9a16","108/2","Peri, Dinakar","2021-04-07T08:51:31Z","2017-05-15T08:49:10Z","2021-04-07T08:51:31Z","2017-05-15T08:49:10Z","2017-05-15",,"Submitted by Ajay Pandey (akpandey@arde.org) on 2017-05-15T08:49:10Z
No. of bitstreams: 1
news15may2017the hindu.pdf: 387517 bytes, checksum: 4f3dfe77817cd54588cd4d39da47a5d0 (MD5)||Made available in DSpace on 2017-05-15T08:49:10Z (GMT). No. of bitstreams: 1
news15may2017the hindu.pdf: 387517 bytes, checksum: 4f3dfe77817cd54588cd4d39da47a5d0 (MD5)
  Previous issue date: 2017-05-15||Made available in DSpace on 2021-04-07T08:51:31Z (GMT). No. of bitstreams: 2
license.txt: 1748 bytes, checksum: 8a4605be74aa9ea9d79846c1fba20a33 (MD5)
news15may2017the hindu.pdf: 387517 bytes, checksum: 4f3dfe77817cd54588cd4d39da47a5d0 (MD5)
  Previous issue date: 2017-05-15",,,"The Hindu, 15 May 2017","http://localhost:8080/xmlui/handle/108/149542",,,,,,"Defence Policy||Defence Procurement-Policy||Single Vendor Procurement",,,"Policy tweak to speed up defence purchases",,
"676ce7e0-ab20-42cd-b7b1-f8c4c308d8cc","108/2","Shukla, Ajai","2021-04-07T08:51:51Z","2016-12-08T10:50:31Z","2021-04-07T08:51:51Z","2016-12-08T10:50:31Z","2012",,"Made available in DSpace on 2016-12-08T10:50:31Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: e947300a0c663bafd449a48369e1e10d (MD5)
TheGreatFMBT.pdf: 29908 bytes, checksum: e42c10f753cfe4e606f1fd4b03036f66 (MD5)
  Previous issue date: 2012||Made available in DSpace on 2021-04-07T08:51:51Z (GMT). No. of bitstreams: 2
TheGreatFMBT.pdf: 29908 bytes, checksum: e42c10f753cfe4e606f1fd4b03036f66 (MD5)
license.txt: 1831 bytes, checksum: e947300a0c663bafd449a48369e1e10d (MD5)
  Previous issue date: 2012",,"The Business Standard, 7 January 2012",,"http://localhost:8080/xmlui/handle/108/84648",,,,,"FMBT||MBT Arjun||DRDO||CVRDE",,,"The Great Indian Tank Design Challenge",,,
"6790d883-56b9-4ef8-94bf-1eae489493ef","108/2","The Hindu","2021-04-07T08:49:29Z","2016-12-08T10:50:30Z","2021-04-07T08:49:29Z","2016-12-08T10:50:30Z","2014-12",,"Made available in DSpace on 2016-12-08T10:50:30Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: 22842459e299a7200f3b0ba63f20470b (MD5)
pinakaMkII.pdf: 554826 bytes, checksum: 2814cb6a061cadb87a18feff88400861 (MD5)
  Previous issue date: 2014-12||Made available in DSpace on 2021-04-07T08:49:29Z (GMT). No. of bitstreams: 2
pinakaMkII.pdf: 554826 bytes, checksum: 2814cb6a061cadb87a18feff88400861 (MD5)
license.txt: 1831 bytes, checksum: 22842459e299a7200f3b0ba63f20470b (MD5)
  Previous issue date: 2014-12",,"The Hindu, 9 December 2014",,"http://localhost:8080/xmlui/handle/108/84629","en",,,,"Pinaka||Pinaka Mk.II||Extended Pinaka||Pinaka Trial||Pinaka",,,"Advanced Pinaka Mark-II rocket successfully test-fired",,"Article",
"693e313c-716d-46b0-8a55-eebfc7e3e23e","108/2","Sukumar, Arun Mohan","2021-04-07T08:50:32Z","2020-01-10T10:56:37Z","2021-04-07T08:50:32Z","2020-01-10T10:56:37Z","2020-01-01","Why, then, have most Indians not heard ofNICNET? Why did this futuristic network become a foot note in India's governance story? The answer is, alas, all too predictable-politics. Politics has singularly shaped the trajectory of technological advancement of India since Independence-and if the past is indeed a prologue, this coming decade will be no different.","Submitted by NEERAJ KUMAR AGRAHARI (nkagrahari@arde.org) on 2020-01-10T10:56:37Z
No. of bitstreams: 1
IT020001.pdf: 2150491 bytes, checksum: 725fb637860077094bf07eb0f7bc4da4 (MD5)||Made available in DSpace on 2020-01-10T10:56:37Z (GMT). No. of bitstreams: 1
IT020001.pdf: 2150491 bytes, checksum: 725fb637860077094bf07eb0f7bc4da4 (MD5)
  Previous issue date: 2020-01-01||Made available in DSpace on 2021-04-07T08:50:32Z (GMT). No. of bitstreams: 2
license.txt: 1748 bytes, checksum: 8a4605be74aa9ea9d79846c1fba20a33 (MD5)
IT020001.pdf: 2150491 bytes, checksum: 725fb637860077094bf07eb0f7bc4da4 (MD5)
  Previous issue date: 2020-01-01",,,,"http://localhost:8080/xmlui/handle/108/156382",,,,"India Today",,"Big Data||NICNET||Data||VSNL",,,"SOLID STATE TECHNOLOGY",,"Article"
"69444f64-9a7f-40d5-8222-2c18a07f8ab0","108/2",,"2021-04-07T08:50:08Z","2016-12-08T10:50:22Z","2021-04-07T08:50:08Z","2016-12-08T10:50:22Z","2011-11-30",,"Made available in DSpace on 2016-12-08T10:50:22Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: de15ff628495c0569a1ef9cccd527521 (MD5)
assault.pdf: 144430 bytes, checksum: f8ecea556cbefc3d32f6985d8468825b (MD5)
  Previous issue date: 2011-11-30||Made available in DSpace on 2021-04-07T08:50:08Z (GMT). No. of bitstreams: 2
assault.pdf: 144430 bytes, checksum: f8ecea556cbefc3d32f6985d8468825b (MD5)
license.txt: 1831 bytes, checksum: de15ff628495c0569a1ef9cccd527521 (MD5)
  Previous issue date: 2011-11-30",,,,"http://localhost:8080/xmlui/handle/108/84560",,,"The Statesman",,"INSAS rifle||Assault rifle",,,"Army issues global tender for new assault rifles",,,
"698f096b-11a5-430d-9ef0-b9cf23933d13","108/2","Shukla, Ajay","2021-04-07T08:50:46Z","2018-04-19T08:49:24Z","2021-04-07T08:50:46Z","2018-04-19T08:49:24Z","2018-04-10",,"Submitted by NEERAJ KUMAR AGRAHARI (nkagrahari@arde.org) on 2018-04-19T08:49:24Z
No. of bitstreams: 1
Untitled 9.pdf: 47491 bytes, checksum: 24ad43087b261675b6ab5202d6a2262a (MD5)||Made available in DSpace on 2018-04-19T08:49:24Z (GMT). No. of bitstreams: 1
Untitled 9.pdf: 47491 bytes, checksum: 24ad43087b261675b6ab5202d6a2262a (MD5)
  Previous issue date: 2018-04-10||Made available in DSpace on 2021-04-07T08:50:46Z (GMT). No. of bitstreams: 2
license.txt: 1748 bytes, checksum: 8a4605be74aa9ea9d79846c1fba20a33 (MD5)
Untitled 9.pdf: 47491 bytes, checksum: 24ad43087b261675b6ab5202d6a2262a (MD5)
  Previous issue date: 2018-04-10",,,,"http://localhost:8080/xmlui/handle/108/153371",,,,,,"Defexpo 2018||FICV||GNSS||GLONASS",,,"High-tech MSMEs like aeron look to Defexpo for orders",,
"6a9a8d3a-62d2-4584-86b4-939ef127ae6d","108/2","Shukla, Ajai","2021-04-07T08:50:14Z","2016-12-08T10:50:21Z","2021-04-07T08:50:14Z","2016-12-08T10:50:21Z","2010-08-10",,"Made available in DSpace on 2016-12-08T10:50:21Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: 321c4c60f0d1af81dcbde343f448179c (MD5)
bs10AugAjai1.pdf: 15926 bytes, checksum: 84dbc8eed7504b08f1971c25775c8bbd (MD5)
  Previous issue date: 2010-08-10||Made available in DSpace on 2021-04-07T08:50:14Z (GMT). No. of bitstreams: 2
bs10AugAjai1.pdf: 15926 bytes, checksum: 84dbc8eed7504b08f1971c25775c8bbd (MD5)
license.txt: 1831 bytes, checksum: 321c4c60f0d1af81dcbde343f448179c (MD5)
  Previous issue date: 2010-08-10","Business Standard, New Delhi, 10 August 2010",,,"http://localhost:8080/xmlui/handle/108/84552","en",,,,"FMBT||Armour Vehicle",,,"DRDO to develop army's next-generation tank",,"Article",
"6ab6f00d-ec20-4a0f-b46d-e877d8da7c6c","108/2","Shukla, Ajai","2021-04-07T08:50:30Z","2016-12-08T10:50:18Z","2021-04-07T08:50:30Z","2016-12-08T10:50:18Z","2011-11-24",,"Made available in DSpace on 2016-12-08T10:50:18Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: 000e6f8b3309ac807d51192e87d5c463 (MD5)
t90.pdf: 32351 bytes, checksum: 17877de94f3a304d2dfd1deb0122f3d6 (MD5)
  Previous issue date: 2011-11-24||Made available in DSpace on 2021-04-07T08:50:30Z (GMT). No. of bitstreams: 2
t90.pdf: 32351 bytes, checksum: 17877de94f3a304d2dfd1deb0122f3d6 (MD5)
license.txt: 1831 bytes, checksum: 000e6f8b3309ac807d51192e87d5c463 (MD5)
  Previous issue date: 2011-11-24",,,,"http://localhost:8080/xmlui/handle/108/84534",,,,,"T-90 tank",,,"Part II: Army’s delayed orders halts T-90 tank",,,
"6d3208b8-636e-4578-8342-897ead6427fe","108/2",,"2021-04-07T08:49:30Z","2016-12-08T10:50:29Z","2021-04-07T08:49:30Z","2016-12-08T10:50:29Z","2011-02-10",,"Made available in DSpace on 2016-12-08T10:50:29Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: d2f42a7701598c0f8aba6e9fd3504e39 (MD5)
Shore-based.pdf: 12959 bytes, checksum: dbdbe9ac0e362358da4933debcac785c (MD5)
  Previous issue date: 2011-02-10||Made available in DSpace on 2021-04-07T08:49:30Z (GMT). No. of bitstreams: 2
Shore-based.pdf: 12959 bytes, checksum: dbdbe9ac0e362358da4933debcac785c (MD5)
license.txt: 1831 bytes, checksum: d2f42a7701598c0f8aba6e9fd3504e39 (MD5)
  Previous issue date: 2011-02-10",,"The Times of India, 10 February 2011",,"http://localhost:8080/xmlui/handle/108/84626","en",,,,"LCA||Test||Shore-based",,,"Shore-based test facility for LCA by 2012",,"Article",
"6e51d4f3-0b72-4176-b869-658b2fb71271","108/2","Shukla, Ajai","2021-04-07T08:49:50Z","2016-12-08T10:50:25Z","2021-04-07T08:49:50Z","2016-12-08T10:50:25Z","2010-07-28",,"Made available in DSpace on 2016-12-08T10:50:25Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: 982e8bbf86e51cfc50c2effada42c502 (MD5)
29Jul1bsAjai.pdf: 132928 bytes, checksum: 5fbf278969b89040fdddcd591f312bf4 (MD5)
  Previous issue date: 2010-07-28||Made available in DSpace on 2021-04-07T08:49:50Z (GMT). No. of bitstreams: 2
29Jul1bsAjai.pdf: 132928 bytes, checksum: 5fbf278969b89040fdddcd591f312bf4 (MD5)
license.txt: 1831 bytes, checksum: 982e8bbf86e51cfc50c2effada42c502 (MD5)
  Previous issue date: 2010-07-28","Business Standard, New Delhi, 28 July 2010",,,"http://localhost:8080/xmlui/handle/108/84587","en",,,,"155mm||Artillery Gun||ARDE",,,"155MM Gun contract: DRDO enters the fray",,"Article",
"6f0a39c5-9f20-436a-9732-83732243a562","108/2","Pubby, Manu","2021-04-07T08:51:36Z","2017-03-14T09:48:55Z","2021-04-07T08:51:36Z","2017-03-14T09:48:55Z","2017-03-14",,"Submitted by Ajay Pandey (akpandey@arde.org) on 2017-03-14T09:48:55Z
No. of bitstreams: 1
The Ecomomic Times14march0001.pdf: 289895 bytes, checksum: d55333e1bf89851acf3e1245e77d2035 (MD5)||Made available in DSpace on 2017-03-14T09:48:55Z (GMT). No. of bitstreams: 1
The Ecomomic Times14march0001.pdf: 289895 bytes, checksum: d55333e1bf89851acf3e1245e77d2035 (MD5)
  Previous issue date: 2017-03-14||Made available in DSpace on 2021-04-07T08:51:36Z (GMT). No. of bitstreams: 2
license.txt: 1748 bytes, checksum: 8a4605be74aa9ea9d79846c1fba20a33 (MD5)
The Ecomomic Times14march0001.pdf: 289895 bytes, checksum: d55333e1bf89851acf3e1245e77d2035 (MD5)
  Previous issue date: 2017-03-14",,,"The Economic Times, 14 March 2017","http://localhost:8080/xmlui/handle/108/148942",,,,,,"Defence minister||Military Reforms||Manoar Parrikar",,,"Parrikar Leaves Defence with Key Tasks Unfinished",,
"6f72a060-aca9-4648-88dc-c18f76cf99d7","108/2",,"2021-04-07T08:49:53Z","2016-12-08T10:50:25Z","2021-04-07T08:49:53Z","2016-12-08T10:50:25Z","2010-05-28",,"Made available in DSpace on 2016-12-08T10:50:25Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: 8d0f7d51cf97271a66dbeec9ad0ff909 (MD5)
28May 4.pdf: 86943 bytes, checksum: 0acf4cd8a78ec6b941380c3ac29a51bc (MD5)
  Previous issue date: 2010-05-28||Made available in DSpace on 2021-04-07T08:49:53Z (GMT). No. of bitstreams: 2
28May 4.pdf: 86943 bytes, checksum: 0acf4cd8a78ec6b941380c3ac29a51bc (MD5)
license.txt: 1831 bytes, checksum: 8d0f7d51cf97271a66dbeec9ad0ff909 (MD5)
  Previous issue date: 2010-05-28","The Statesman, New Delhi, 28 May 2010",,,"http://localhost:8080/xmlui/handle/108/84582","en",,,,"Defence policy||Defence technology",,,"DRDO must be open to ideas",,"Article",
"6f82d751-d19c-4e14-8ec5-04e9967739d6","108/2","Shukla, Ajai","2021-04-07T08:49:45Z","2016-12-08T10:50:26Z","2021-04-07T08:49:45Z","2016-12-08T10:50:26Z","2010-09-15",,"Made available in DSpace on 2016-12-08T10:50:26Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: 913eaa3a0e23097cc354e46459ed9644 (MD5)
AFnet.pdf: 16085 bytes, checksum: 4e699de0e08f15cce1d982a4b9faaa43 (MD5)
  Previous issue date: 2010-09-15||Made available in DSpace on 2021-04-07T08:49:45Z (GMT). No. of bitstreams: 2
AFnet.pdf: 16085 bytes, checksum: 4e699de0e08f15cce1d982a4b9faaa43 (MD5)
license.txt: 1831 bytes, checksum: 913eaa3a0e23097cc354e46459ed9644 (MD5)
  Previous issue date: 2010-09-15","Business Standard, 15 September 2010, New Delhi",,,"http://localhost:8080/xmlui/handle/108/84595","en",,,,"Air Force||India",,,"Air Force Network (AFNet) frees frequencies for telecom",,,
"6fda0169-a9b6-4b7e-b7f3-6228256d3bef","108/2","Shukla, Ajai","2021-04-07T08:49:59Z","2016-12-08T10:50:24Z","2021-04-07T08:49:59Z","2016-12-08T10:50:24Z","2012-07-05",,"Made available in DSpace on 2016-12-08T10:50:24Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: a4c895f691d7b6d3ec0257574f739838 (MD5)
OffsetsWork.pdf: 29860 bytes, checksum: 2a72c08177d95bd586e8c325d10a6970 (MD5)
  Previous issue date: 2012-07-05||Made available in DSpace on 2021-04-07T08:49:59Z (GMT). No. of bitstreams: 2
OffsetsWork.pdf: 29860 bytes, checksum: 2a72c08177d95bd586e8c325d10a6970 (MD5)
license.txt: 1831 bytes, checksum: a4c895f691d7b6d3ec0257574f739838 (MD5)
  Previous issue date: 2012-07-05",,"Bussiness Standerds, Delhi, 5 July 2012",,"http://localhost:8080/xmlui/handle/108/84572","en",,,,"Offset policy||Arms Vendors||Defence policy",,,"Make offsets work",,"Article",
"6fdfd377-a717-4f29-8c05-de3c7134fbfe","108/2","shukla, Ajai","2021-04-07T08:51:05Z","2017-12-06T09:42:24Z","2021-04-07T08:51:05Z","2017-12-06T09:42:24Z","2017-12-06",,"Submitted by Ajay Pandey (akpandey@arde.org) on 2017-12-06T09:42:24Z
No. of bitstreams: 1
high-tech 6dec 2017: 55198 bytes, checksum: 808f8b5410f0d0410f86899d8ac2b3f0 (MD5)||Made available in DSpace on 2017-12-06T09:42:24Z (GMT). No. of bitstreams: 1
high-tech 6dec 2017: 55198 bytes, checksum: 808f8b5410f0d0410f86899d8ac2b3f0 (MD5)
  Previous issue date: 2017-12-06||Made available in DSpace on 2021-04-07T08:51:05Z (GMT). No. of bitstreams: 2
license.txt: 1748 bytes, checksum: 8a4605be74aa9ea9d79846c1fba20a33 (MD5)
high-tech 6dec 2017: 55198 bytes, checksum: 808f8b5410f0d0410f86899d8ac2b3f0 (MD5)
  Previous issue date: 2017-12-06",,,"Business Standard, 1 Dec 2017","http://localhost:8080/xmlui/handle/108/151800",,,,,,"Battlefield Management System||MANET||SDR||GIS||Blue force tracking||Tata Power||L & T||BEL||Rolta India Ltd||DPrB",,,"Army, MoD look to shut down ""high-tech soldier"" programme",,
"6feed252-a1fb-4b8b-8aa8-0084f51bb61c","108/2","Kulkarni, Sushant","2021-04-07T08:51:01Z","2018-01-19T06:13:24Z","2021-04-07T08:51:01Z","2018-01-19T06:13:24Z","2018-01-18",,"Submitted by Ajay Pandey (akpandey@arde.org) on 2018-01-19T06:13:24Z
No. of bitstreams: 1
scan0003.pdf: 671463 bytes, checksum: 785012bb9b855e0eee0ac9624e523b1f (MD5)||Made available in DSpace on 2018-01-19T06:13:24Z (GMT). No. of bitstreams: 1
scan0003.pdf: 671463 bytes, checksum: 785012bb9b855e0eee0ac9624e523b1f (MD5)
  Previous issue date: 2018-01-18||Made available in DSpace on 2021-04-07T08:51:01Z (GMT). No. of bitstreams: 2
license.txt: 1748 bytes, checksum: 8a4605be74aa9ea9d79846c1fba20a33 (MD5)
scan0003.pdf: 671463 bytes, checksum: 785012bb9b855e0eee0ac9624e523b1f (MD5)
  Previous issue date: 2018-01-18",,,,"http://localhost:8080/xmlui/handle/108/152184",,"en_US",,"The Hindu",,"ICBM||AGNI-5||HEMRL||VRDE||DRDO",,,"DRDO lab in Pune Provided Key Parts for AGNI-5",,"Article"
"70dca7b6-b08a-4b4a-b750-ad23984c0689","108/2","Navbharat","2021-04-07T08:50:35Z","2019-07-22T08:44:47Z","2021-04-07T08:50:35Z","2019-07-22T08:44:47Z","2019-07-21",,"Submitted by NEERAJ KUMAR AGRAHARI (nkagrahari@arde.org) on 2019-07-22T08:44:47Z
No. of bitstreams: 1
scan0001.pdf: 659050 bytes, checksum: 6d4c0b6140b403628d748d9881c45043 (MD5)||Made available in DSpace on 2019-07-22T08:44:47Z (GMT). No. of bitstreams: 1
scan0001.pdf: 659050 bytes, checksum: 6d4c0b6140b403628d748d9881c45043 (MD5)
  Previous issue date: 2019-07-21||Made available in DSpace on 2021-04-07T08:50:35Z (GMT). No. of bitstreams: 2
license.txt: 1748 bytes, checksum: 8a4605be74aa9ea9d79846c1fba20a33 (MD5)
scan0001.pdf: 659050 bytes, checksum: 6d4c0b6140b403628d748d9881c45043 (MD5)
  Previous issue date: 2019-07-21",,,,"http://localhost:8080/xmlui/handle/108/155710",,,,"Navbharat",,"Data||Digital India",,,"Data ke sailab me doobta Digital India",,"Article"
"7388a801-f4fa-4f8c-95ce-4e91f4b2dfdb","108/2","Pandit, Rajat","2021-04-07T08:51:29Z","2017-05-15T09:07:16Z","2021-04-07T08:51:29Z","2017-05-15T09:07:16Z","2017-05-15",,"Submitted by Ajay Pandey (akpandey@arde.org) on 2017-05-15T09:07:16Z
No. of bitstreams: 1
news15may20170001.pdf: 614969 bytes, checksum: d36906bd0db37d5dba505954c7ca8537 (MD5)||Made available in DSpace on 2017-05-15T09:07:16Z (GMT). No. of bitstreams: 1
news15may20170001.pdf: 614969 bytes, checksum: d36906bd0db37d5dba505954c7ca8537 (MD5)
  Previous issue date: 2017-05-15||Made available in DSpace on 2021-04-07T08:51:29Z (GMT). No. of bitstreams: 2
license.txt: 1748 bytes, checksum: 8a4605be74aa9ea9d79846c1fba20a33 (MD5)
news15may20170001.pdf: 614969 bytes, checksum: d36906bd0db37d5dba505954c7ca8537 (MD5)
  Previous issue date: 2017-05-15",,,"The Times of India, 15 May 2017","http://localhost:8080/xmlui/handle/108/149543",,,,,,"Defence Procurement Organisation||DPO||Ministry Of Defence||Defence Policy",,,"New agency to push arms buys, production",,
"74261860-0328-4d4e-99e9-c1dfed892dcd","108/2",,"2021-04-07T08:49:35Z","2016-12-08T10:50:28Z","2021-04-07T08:49:35Z","2016-12-08T10:50:28Z","2011-03-17",,"Made available in DSpace on 2016-12-08T10:50:28Z (GMT). No. of bitstreams: 2
license.txt: 1831 bytes, checksum: f800c3ba198431e531669a87c40c1b42 (MD5)
17Mar20.pdf: 325889 bytes, checksum: 8e093224be1517bfdd7d986a1e085bc6 (MD5)
  Previous issue date: 2011-03-17||Made available in DSpace on 2021-04-07T08:49:35Z (GMT). No. of bitstreams: 2
17Mar20.pdf: 325889 bytes, checksum: 8e093224be1517bfdd7d986a1e085bc6 (MD5)
license.txt: 1831 bytes, checksum: f800c3ba198431e531669a87c40c1b42 (MD5)
  Previous issue date: 2011-03-17",,"The Hindu, New Delhi 17 March 2011",,"http://localhost:8080/xmlui/handle/108/84617","en",,,,"Nuclear||Radiation||Japan",,,"How the nuclear plant crisis happened",,"Article",
