id,collection,dc.contributor.author[],dc.date.accessioned,dc.date.accessioned[],dc.date.available,dc.date.available[],dc.date.issued[],dc.description.provenance[en],dc.identifier.uri,dc.publisher[en_US],dc.subject[],dc.title[],dc.title[en_US]
"80d1477e-7341-4253-983f-2a25ece35171","108/22","ASM HB Volume 7 : Powder Metal Technologies and Applications : Metal Powder Production and Characterization","2021-05-11T09:06:07Z","2016-12-06T04:05:26Z","2021-05-11T09:06:07Z","2016-12-06T04:05:26Z","2010","Made available in DSpace on 2016-12-06T04:05:26Z (GMT). No. of bitstreams: 1
asmhba0001514.pdf: 1639691 bytes, checksum: d9f3b0fcf9610969470c7554d64a0ccf (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:06:07Z (GMT). No. of bitstreams: 1
asmhba0001514.pdf: 1639691 bytes, checksum: d9f3b0fcf9610969470c7554d64a0ccf (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34405",,"ASM HB Volume 7||Metal Powder Production and Characterization","Production of Titanium Powder",
"6505be0e-a9dd-48e5-bc74-7af9c83930e0","108/22","ASM HB Volume 7 : Powder Metal Technologies and Applications : Metal Powder Production and Characterization","2021-05-11T09:06:07Z","2016-12-06T04:05:26Z","2021-05-11T09:06:07Z","2016-12-06T04:05:26Z","2010","Made available in DSpace on 2016-12-06T04:05:26Z (GMT). No. of bitstreams: 1
asmhba0001513.pdf: 1398311 bytes, checksum: 02ef4b3681c609ce01a07ef1ba2c930f (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:06:07Z (GMT). No. of bitstreams: 1
asmhba0001513.pdf: 1398311 bytes, checksum: 02ef4b3681c609ce01a07ef1ba2c930f (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34400",,"ASM HB Volume 7||Metal Powder Production and Characterization","Production of Aluminum and Aluminum-Alloy Powder",
"de652fb0-ca64-4289-b7d0-6df69d6a65b3","108/22","ASM HB Volume 7 : Powder Metal Technologies and Applications : Shaping and Consolidation Technologies","2021-05-11T09:06:08Z","2016-12-06T04:05:23Z","2021-05-11T09:06:08Z","2016-12-06T04:05:23Z","2010","Made available in DSpace on 2016-12-06T04:05:23Z (GMT). No. of bitstreams: 1
asmhba0001555.pdf: 1847698 bytes, checksum: 8c0faa2b364ef4172b17d5cf556e4bb6 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:06:08Z (GMT). No. of bitstreams: 1
asmhba0001555.pdf: 1847698 bytes, checksum: 8c0faa2b364ef4172b17d5cf556e4bb6 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34362",,"ASM HB Volume 7||Shaping and Consolidation Technologies","Principles and Process Modeling of Higher-Density Consolidation",
"138e1e7b-dab5-4050-9137-f99306c546b1","108/22","ASM HB Volume 7 : Powder Metal Technologies and Applications : Materials Systems, Properties, and Applications","2021-05-11T09:06:09Z","2016-12-06T04:05:25Z","2021-05-11T09:06:09Z","2016-12-06T04:05:25Z","2010","Made available in DSpace on 2016-12-06T04:05:25Z (GMT). No. of bitstreams: 1
asmhba0001589.pdf: 1771798 bytes, checksum: 81291693ad707e1e5858265fb0a0cdab (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:06:09Z (GMT). No. of bitstreams: 1
asmhba0001589.pdf: 1771798 bytes, checksum: 81291693ad707e1e5858265fb0a0cdab (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34389",,"ASM HB Volume 7||Materials Systems, Properties, and Applications","Magnetic Materials and Properties for Powder Metallurgy Part Applications",
"a2979e1c-0550-43fa-89a1-fdb7d2a355a6","108/22","ASM HB Volume 7 : Powder Metal Technologies and Applications : Shaping and Consolidation Technologies","2021-05-11T09:06:10Z","2016-12-06T04:05:24Z","2021-05-11T09:06:10Z","2016-12-06T04:05:24Z","2010","Made available in DSpace on 2016-12-06T04:05:24Z (GMT). No. of bitstreams: 1
asmhba0001552.pdf: 1350200 bytes, checksum: cdbedc3222a3d657a40d4d7b44ae0750 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:06:10Z (GMT). No. of bitstreams: 1
asmhba0001552.pdf: 1350200 bytes, checksum: cdbedc3222a3d657a40d4d7b44ae0750 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34377",,"ASM HB Volume 7||Shaping and Consolidation Technologies","Liquid-Phase Sintering",
"aae06f21-0cf1-4591-b1a2-47ceaba0cc25","108/22","ASM HB Volume 7 : Powder Metal Technologies and Applications : Metal Powder Production and Characterization","2021-05-11T09:06:10Z","2016-12-06T04:05:23Z","2021-05-11T09:06:10Z","2016-12-06T04:05:23Z","2010","Made available in DSpace on 2016-12-06T04:05:23Z (GMT). No. of bitstreams: 1
asmhba0001512.pdf: 711906 bytes, checksum: 4ff009c4c0043e9fa8dbd4f40ceba2d5 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:06:10Z (GMT). No. of bitstreams: 1
asmhba0001512.pdf: 711906 bytes, checksum: 4ff009c4c0043e9fa8dbd4f40ceba2d5 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34370",,"ASM HB Volume 7||Metal Powder Production and Characterization","Production of Tin Powders",
"9bfcfcbb-e165-4727-b466-db86fe07ed1e","108/22","ASM HB Volume 7 : Powder Metal Technologies and Applications : Shaping and Consolidation Technologies","2021-05-11T09:06:11Z","2016-12-06T04:05:25Z","2021-05-11T09:06:11Z","2016-12-06T04:05:25Z","2010","Made available in DSpace on 2016-12-06T04:05:25Z (GMT). No. of bitstreams: 1
asmhba0001543.pdf: 1112752 bytes, checksum: eee5e2424215d576d67565f5d9b4b703 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:06:11Z (GMT). No. of bitstreams: 1
asmhba0001543.pdf: 1112752 bytes, checksum: eee5e2424215d576d67565f5d9b4b703 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34395",,"ASM HB Volume 7||Shaping and Consolidation Technologies","Slip Casting of Metals",
"f34037a2-99f4-4ac9-a7b2-a6002617376b","108/22","ASM HB Volume 7 : Powder Metal Technologies and Applications : Metal Powder Production and Characterization","2021-05-11T09:06:12Z","2016-12-06T04:05:28Z","2021-05-11T09:06:12Z","2016-12-06T04:05:28Z","2010","Made available in DSpace on 2016-12-06T04:05:28Z (GMT). No. of bitstreams: 1
asmhba0001509.pdf: 1404441 bytes, checksum: 168ae7b580a1ca05a88235e326115337 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:06:12Z (GMT). No. of bitstreams: 1
asmhba0001509.pdf: 1404441 bytes, checksum: 168ae7b580a1ca05a88235e326115337 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34433",,"ASM HB Volume 7||Metal Powder Production and Characterization","Production of Steel Powders",
"a4dc91bf-2aa2-4200-9066-9f55d12476ee","108/22","ASM HB Volume 7 : Powder Metal Technologies and Applications : Secondary Operations and Quality Control","2021-05-11T09:06:13Z","2016-12-06T04:05:23Z","2021-05-11T09:06:13Z","2016-12-06T04:05:23Z","2010","Made available in DSpace on 2016-12-06T04:05:23Z (GMT). No. of bitstreams: 1
asmhba0001567.pdf: 1057145 bytes, checksum: 7a6b5fa5e1e4faace1462a41ab69fc00 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:06:13Z (GMT). No. of bitstreams: 1
asmhba0001567.pdf: 1057145 bytes, checksum: 7a6b5fa5e1e4faace1462a41ab69fc00 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34363",,"ASM HB Volume 7||Secondary Operations and Quality Control","Quality Control and Inspection of Powder Metallurgy Secondary Operations",
"dd7abd30-8c42-4bed-9e6c-7712cd212b22","108/22","ASM Handbook Volume 3 : Alloy Phase Diagrams  : Binary Phase Diagrams","2021-05-11T09:06:13Z","2016-12-06T04:03:53Z","2021-05-11T09:06:13Z","2016-12-06T04:03:53Z","2010","Made available in DSpace on 2016-12-06T04:03:53Z (GMT). No. of bitstreams: 1
asmhba0000865.pdf: 61056 bytes, checksum: 5aff9320a87b7932e2644f8213900ab9 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:06:13Z (GMT). No. of bitstreams: 1
asmhba0000865.pdf: 61056 bytes, checksum: 5aff9320a87b7932e2644f8213900ab9 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/33173",,"ASM HB Volume 3||Binary Phase Diagrams","Te (Tellurium) Binary Alloy Phase Diagrams",
"502031e0-40f4-4b23-a283-cc085d3580a5","108/22","ASM HB Volume 7 : Powder Metal Technologies and Applications : Metal Powder Production and Characterization","2021-05-11T09:06:14Z","2016-12-06T04:05:24Z","2021-05-11T09:06:14Z","2016-12-06T04:05:24Z","2010","Made available in DSpace on 2016-12-06T04:05:24Z (GMT). No. of bitstreams: 1
asmhba0001527.pdf: 1019893 bytes, checksum: 6e56953938cc432045e18671aa36acc2 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:06:14Z (GMT). No. of bitstreams: 1
asmhba0001527.pdf: 1019893 bytes, checksum: 6e56953938cc432045e18671aa36acc2 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34384",,"ASM HB Volume 7||Metal Powder Production and Characterization","Time of Flight Measurement of Metal Powders",
"c2981951-d306-4f44-8e3c-2a1536d636da","108/22","ASM HB Volume 7 : Powder Metal Technologies and Applications : Shaping and Consolidation Technologies","2021-05-11T09:06:15Z","2016-12-06T04:05:24Z","2021-05-11T09:06:15Z","2016-12-06T04:05:24Z","2010","Made available in DSpace on 2016-12-06T04:05:24Z (GMT). No. of bitstreams: 1
asmhba0001554.pdf: 1194336 bytes, checksum: a4bf759bae1ee00f6ebf53c099efe89d (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:06:15Z (GMT). No. of bitstreams: 1
asmhba0001554.pdf: 1194336 bytes, checksum: a4bf759bae1ee00f6ebf53c099efe89d (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34371",,"ASM HB Volume 7||Shaping and Consolidation Technologies","Field-Activated Sintering",
"d1ba3a28-6e33-4375-95ae-77a60af46616","108/22","ASM HB Volume 7 : Powder Metal Technologies and Applications : Shaping and Consolidation Technologies","2021-05-11T09:06:16Z","2016-12-06T04:05:27Z","2021-05-11T09:06:16Z","2016-12-06T04:05:27Z","2010","Made available in DSpace on 2016-12-06T04:05:27Z (GMT). No. of bitstreams: 1
asmhba0001557.pdf: 1434692 bytes, checksum: 566ec02d57d989de0d44fecbe58a49bb (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:06:16Z (GMT). No. of bitstreams: 1
asmhba0001557.pdf: 1434692 bytes, checksum: 566ec02d57d989de0d44fecbe58a49bb (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34414",,"ASM HB Volume 7||Shaping and Consolidation Technologies","Extrusion of Metal Powders",
"c9784743-77ee-4c9c-a8fd-8e73570b7718","108/22","ASM HB Volume 7 : Powder Metal Technologies and Applications : Materials Systems, Properties, and Applications","2021-05-11T09:06:17Z","2016-12-06T04:05:24Z","2021-05-11T09:06:17Z","2016-12-06T04:05:24Z","2010","Made available in DSpace on 2016-12-06T04:05:24Z (GMT). No. of bitstreams: 1
asmhba0001587.pdf: 1598510 bytes, checksum: 9537e2d7ac66ab0878b2f7a33b2e6697 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:06:17Z (GMT). No. of bitstreams: 1
asmhba0001587.pdf: 1598510 bytes, checksum: 9537e2d7ac66ab0878b2f7a33b2e6697 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34378",,"ASM HB Volume 7||Materials Systems, Properties, and Applications","Wear Resistance of Powder Metallurgy Alloys",
"22b182bc-c0ca-432d-89db-c0422b015670","108/22","ASM HB Volume 7 : Powder Metal Technologies and Applications : Metal Powder Production and Characterization","2021-05-11T09:06:17Z","2016-12-06T04:05:23Z","2021-05-11T09:06:17Z","2016-12-06T04:05:23Z","2010","Made available in DSpace on 2016-12-06T04:05:23Z (GMT). No. of bitstreams: 1
asmhba0001510.pdf: 1573299 bytes, checksum: 0fd8b7d4d6f7ffb8fe338c5567da67cd (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:06:17Z (GMT). No. of bitstreams: 1
asmhba0001510.pdf: 1573299 bytes, checksum: 0fd8b7d4d6f7ffb8fe338c5567da67cd (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34364",,"ASM HB Volume 7||Metal Powder Production and Characterization","Production of Copper Powders",
"3b965c0b-6ad1-4d70-9b2f-22bcb6f057a3","108/22","ASM HB Volume 7 : Powder Metal Technologies and Applications : Shaping and Consolidation Technologies","2021-05-11T09:06:18Z","2016-12-06T04:05:27Z","2021-05-11T09:06:18Z","2016-12-06T04:05:27Z","2010","Made available in DSpace on 2016-12-06T04:05:27Z (GMT). No. of bitstreams: 1
asmhba0001541.pdf: 1594488 bytes, checksum: a91a598c80ad7e541800a044eb9bb41f (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:06:18Z (GMT). No. of bitstreams: 1
asmhba0001541.pdf: 1594488 bytes, checksum: a91a598c80ad7e541800a044eb9bb41f (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34426",,"ASM HB Volume 7||Shaping and Consolidation Technologies","Spray Forming",
"96b63f79-2a9d-4db9-9bd4-840576b78ec1","108/22","ASM HB Volume 7 : Powder Metal Technologies and Applications : Metal Powder Production and Characterization","2021-05-11T09:06:19Z","2016-12-06T04:05:25Z","2021-05-11T09:06:19Z","2016-12-06T04:05:25Z","2010","Made available in DSpace on 2016-12-06T04:05:25Z (GMT). No. of bitstreams: 1
asmhba0001521.pdf: 1326967 bytes, checksum: ed88a3c45ecac2881b3bb3f4b4c0d23f (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:06:19Z (GMT). No. of bitstreams: 1
asmhba0001521.pdf: 1326967 bytes, checksum: ed88a3c45ecac2881b3bb3f4b4c0d23f (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34390",,"ASM HB Volume 7||Metal Powder Production and Characterization","Bulk and Surface Characterization of Powders",
"159106c9-ce49-4746-b41f-be1df99f32e3","108/22","ASM HB Volume 7 : Powder Metal Technologies and Applications : Secondary Operations and Quality Control","2021-05-11T09:06:20Z","2016-12-06T04:05:24Z","2021-05-11T09:06:20Z","2016-12-06T04:05:24Z","2010","Made available in DSpace on 2016-12-06T04:05:24Z (GMT). No. of bitstreams: 1
asmhba0001563.pdf: 1313637 bytes, checksum: 5367330387c0dd625037d3ff04e22968 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:06:20Z (GMT). No. of bitstreams: 1
asmhba0001563.pdf: 1313637 bytes, checksum: 5367330387c0dd625037d3ff04e22968 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34372",,"ASM HB Volume 7||Secondary Operations and Quality Control","Machinability of P/M Steels",
"20d0ca1e-1cbc-4ae3-914f-48fb24e1f258","108/22","ASM HB Volume 7 : Powder Metal Technologies and Applications : Introduction","2021-05-11T09:06:21Z","2016-12-06T04:05:24Z","2021-05-11T09:06:21Z","2016-12-06T04:05:24Z","2010","Made available in DSpace on 2016-12-06T04:05:24Z (GMT). No. of bitstreams: 1
asmhba0001497.pdf: 1211472 bytes, checksum: 879d85e6d3b1e91d4c97cb91ee52b29d (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:06:21Z (GMT). No. of bitstreams: 1
asmhba0001497.pdf: 1211472 bytes, checksum: 879d85e6d3b1e91d4c97cb91ee52b29d (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34385",,"ASM HB Volume 7||Introduction","Powder Metallurgy Process Modeling and Design",
"145ce2b1-5234-4d5e-9348-eae03bbc8ab3","108/22","ASM HB Volume 7 : Powder Metal Technologies and Applications : Metal Powder Production and Characterization","2021-05-11T09:06:21Z","2016-12-06T04:05:25Z","2021-05-11T09:06:21Z","2016-12-06T04:05:25Z","2010","Made available in DSpace on 2016-12-06T04:05:25Z (GMT). No. of bitstreams: 1
asmhba0001520.pdf: 1881477 bytes, checksum: 6c917b9f92f88649c5d98864d50ffdf4 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:06:21Z (GMT). No. of bitstreams: 1
asmhba0001520.pdf: 1881477 bytes, checksum: 6c917b9f92f88649c5d98864d50ffdf4 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34396",,"ASM HB Volume 7||Metal Powder Production and Characterization","Sampling and Classification of Powders",
"22e686ae-e7d5-4955-baba-36e2e41860ee","108/22","ASM HB Volume 11 : Failure Analysis and Prevention : Wear Failures","2021-05-11T09:06:22Z","2016-12-06T04:03:53Z","2021-05-11T09:06:22Z","2016-12-06T04:03:53Z","2010","Made available in DSpace on 2016-12-06T04:03:53Z (GMT). No. of bitstreams: 1
asmhba0003558.pdf: 191193 bytes, checksum: bc712ee4b7755ee8c9b34c5bb69b5294 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:06:22Z (GMT). No. of bitstreams: 1
asmhba0003558.pdf: 191193 bytes, checksum: bc712ee4b7755ee8c9b34c5bb69b5294 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/33174",,"ASM HB Volume 11||Wear Failures","Fundamentals of Wear Failures",
"80feedcd-9cf5-475c-a1ab-1c87849955fc","108/22","ASM HB Volume 7 : Powder Metal Technologies and Applications : Metal Powder Production and Characterization","2021-05-11T09:06:23Z","2016-12-06T04:05:24Z","2021-05-11T09:06:23Z","2016-12-06T04:05:24Z","2010","Made available in DSpace on 2016-12-06T04:05:24Z (GMT). No. of bitstreams: 1
asmhba0001499.pdf: 1694560 bytes, checksum: bbe29425fedbebbd2fa9179041e1f683 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:06:23Z (GMT). No. of bitstreams: 1
asmhba0001499.pdf: 1694560 bytes, checksum: bbe29425fedbebbd2fa9179041e1f683 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34379",,"ASM HB Volume 7||Metal Powder Production and Characterization","Atomization",
"b1d0808a-cd08-47d2-8914-45647ab091e9","108/22","ASM HB Volume 14A : Metalworking: Bulk Forming : Other Bulk Forming Processes","2021-05-11T09:06:24Z","2016-12-06T04:05:26Z","2021-05-11T09:06:24Z","2016-12-06T04:05:26Z","2010","Made available in DSpace on 2016-12-06T04:05:26Z (GMT). No. of bitstreams: 1
asmhba0004012.pdf: 1186894 bytes, checksum: 17e4e83bd853b8dee14eaee35d9f1805 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:06:24Z (GMT). No. of bitstreams: 1
asmhba0004012.pdf: 1186894 bytes, checksum: 17e4e83bd853b8dee14eaee35d9f1805 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34410",,"ASM HB Volume 14A||Other Bulk Forming Processes","Thread Rolling",
"82cd40e7-bfc1-420c-8c01-372bceaf3e4a","108/22","ASM HB Volume 7 : Powder Metal Technologies and Applications : Materials Systems, Properties, and Applications","2021-05-11T09:06:24Z","2016-12-06T04:05:26Z","2021-05-11T09:06:24Z","2016-12-06T04:05:26Z","2010","Made available in DSpace on 2016-12-06T04:05:26Z (GMT). No. of bitstreams: 1
asmhba0001577.pdf: 1815986 bytes, checksum: 09b7b8b6aa30c0c17dc75ba11b08a348 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:06:24Z (GMT). No. of bitstreams: 1
asmhba0001577.pdf: 1815986 bytes, checksum: 09b7b8b6aa30c0c17dc75ba11b08a348 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34401",,"ASM HB Volume 7||Materials Systems, Properties, and Applications","Advanced Aluminum Powder Metallurgy Alloys and Composites",
"d0d64620-1124-43fa-853c-76c49d39b474","108/22","ASM HB Volume 7 : Powder Metal Technologies and Applications : Materials Systems, Properties, and Applications","2021-05-11T09:06:25Z","2016-12-06T04:05:26Z","2021-05-11T09:06:25Z","2016-12-06T04:05:26Z","2010","Made available in DSpace on 2016-12-06T04:05:26Z (GMT). No. of bitstreams: 1
asmhba0001594.pdf: 1235118 bytes, checksum: f9eed77759998fe08deb0f0ad8b30d70 (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:06:25Z (GMT). No. of bitstreams: 1
asmhba0001594.pdf: 1235118 bytes, checksum: f9eed77759998fe08deb0f0ad8b30d70 (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34406",,"ASM HB Volume 7||Materials Systems, Properties, and Applications","Powder Metallurgy Bearings",
"ec3bbb7e-ffec-4b8c-bc4c-140b610cf0e3","108/22","ASM HB Volume 7 : Powder Metal Technologies and Applications : Materials Systems, Properties, and Applications","2021-05-11T09:06:26Z","2016-12-06T04:05:25Z","2021-05-11T09:06:26Z","2016-12-06T04:05:25Z","2010","Made available in DSpace on 2016-12-06T04:05:25Z (GMT). No. of bitstreams: 1
asmhba0001586.pdf: 1068395 bytes, checksum: ad2c16c60466d10edcdd3dc867cccd5e (MD5)
  Previous issue date: 2010||Made available in DSpace on 2021-05-11T09:06:26Z (GMT). No. of bitstreams: 1
asmhba0001586.pdf: 1068395 bytes, checksum: ad2c16c60466d10edcdd3dc867cccd5e (MD5)
  Previous issue date: 2010","http://localhost:8080/xmlui/handle/108/34391",,"ASM HB Volume 7||Materials Systems, Properties, and Applications","Fatigue and Fracture Control for Powder Metallurgy Components",
